timestamp,prompt,chan0,chan1,chan2,chan3,chan4,chan5,chan6,chan7,
1401065336,0,1.24225e+006,1.25584e+006,8.38861e+006,8.38861e+006,-4.92665e+006,-8.38861e+006,-8.38861e+006,-552296,
1401065336,0,1.21831e+006,1.23168e+006,8.38861e+006,8.38861e+006,-5.21509e+006,-8.38861e+006,-8.38861e+006,-841531,
1401065336,0,1.12574e+006,1.13969e+006,8.38861e+006,8.38861e+006,-4.918e+006,-8.38861e+006,-8.38861e+006,-544089,
1401065336,0,1.14058e+006,1.15449e+006,8.38861e+006,8.38861e+006,-4.60272e+006,-8.38861e+006,-8.38861e+006,-227965,
1401065336,0,1.23125e+006,1.24446e+006,8.38861e+006,8.38861e+006,-4.8621e+006,-8.38861e+006,-8.38861e+006,-487642,
1401065336,0,1.22879e+006,1.24248e+006,8.38861e+006,8.38861e+006,-5.21392e+006,-8.38861e+006,-8.38861e+006,-840379,
1401065336,0,1.1362e+006,1.15034e+006,8.38861e+006,8.38861e+006,-5.0016e+006,-8.38861e+006,-8.38861e+006,-628090,
1401065336,0,1.12751e+006,1.14169e+006,8.38861e+006,8.38861e+006,-4.62229e+006,-8.38861e+006,-8.38861e+006,-247952,
1401065336,0,1.21637e+006,1.23012e+006,8.38861e+006,8.38861e+006,-4.78106e+006,-8.38861e+006,-8.38861e+006,-406950,
1401065336,0,1.23695e+006,1.25062e+006,8.38861e+006,8.38861e+006,-5.17291e+006,-8.38861e+006,-8.38861e+006,-799740,
1401065336,0,1.14912e+006,1.16277e+006,8.38861e+006,8.38861e+006,-5.05634e+006,-8.38861e+006,-8.38861e+006,-683261,
1401065336,0,1.11644e+006,1.13066e+006,8.38861e+006,8.38861e+006,-4.63256e+006,-8.38861e+006,-8.38861e+006,-258651,
1401065336,0,1.19958e+006,1.2141e+006,8.38861e+006,8.38861e+006,-4.68663e+006,-8.38861e+006,-8.38861e+006,-312467,
1401065336,0,1.24231e+006,1.2564e+006,8.38861e+006,8.38861e+006,-5.09711e+006,-8.38861e+006,-8.38861e+006,-723787,
1401065336,0,1.16454e+006,1.17842e+006,8.38861e+006,8.38861e+006,-5.08569e+006,-8.38861e+006,-8.38861e+006,-712695,
1401065336,0,1.11063e+006,1.12486e+006,8.38861e+006,8.38861e+006,-4.64926e+006,-8.38861e+006,-8.38861e+006,-275525,
1401065336,0,1.18236e+006,1.19661e+006,8.38861e+006,8.38861e+006,-4.59228e+006,-8.38861e+006,-8.38861e+006,-218217,
1401065336,0,1.24409e+006,1.25832e+006,8.38861e+006,8.38861e+006,-4.99666e+006,-8.38861e+006,-8.38861e+006,-623357,
1401065336,0,1.18177e+006,1.19594e+006,8.38861e+006,8.38861e+006,-5.0934e+006,-8.38861e+006,-8.38861e+006,-720590,
1401065336,0,1.11061e+006,1.12486e+006,8.38861e+006,8.38861e+006,-4.67675e+006,-8.38861e+006,-8.38861e+006,-303346,
1401065336,0,1.16566e+006,1.1799e+006,8.38861e+006,8.38861e+006,-4.51418e+006,-8.38861e+006,-8.38861e+006,-140401,
1401065336,0,1.24238e+006,1.25651e+006,8.38861e+006,8.38861e+006,-4.88566e+006,-8.38861e+006,-8.38861e+006,-512527,
1401065336,0,1.19856e+006,1.21237e+006,8.38861e+006,8.38861e+006,-5.08121e+006,-8.38861e+006,-8.38861e+006,-708586,
1401065336,0,1.11243e+006,1.12643e+006,8.38861e+006,8.38861e+006,-4.70552e+006,-8.38861e+006,-8.38861e+006,-332392,
1401065336,0,1.14632e+006,1.1606e+006,8.38861e+006,8.38861e+006,-4.43941e+006,-8.38861e+006,-8.38861e+006,-65752,
1401065336,0,1.23288e+006,1.24721e+006,8.38861e+006,8.38861e+006,-4.74775e+006,-8.38861e+006,-8.38861e+006,-374577,
1401065336,0,1.20973e+006,1.22443e+006,8.38861e+006,8.38861e+006,-5.01837e+006,-8.38861e+006,-8.38861e+006,-645916,
1401065336,0,1.11795e+006,1.13228e+006,8.38861e+006,8.38861e+006,-4.70357e+006,-8.38861e+006,-8.38861e+006,-330621,
1401065336,0,1.12976e+006,1.14368e+006,8.38861e+006,8.38861e+006,-4.34969e+006,-8.38861e+006,-8.38365e+006,24039,
1401065336,0,1.22016e+006,1.23404e+006,8.38861e+006,8.38861e+006,-4.57041e+006,-8.38861e+006,-8.38861e+006,-196760,
1401065336,0,1.21492e+006,1.22898e+006,8.38861e+006,8.38861e+006,-4.87781e+006,-8.38861e+006,-8.38861e+006,-504902,
1401065336,0,1.11872e+006,1.13344e+006,8.38861e+006,8.38861e+006,-4.60132e+006,-8.38861e+006,-8.38861e+006,-228269,
1401065336,0,1.11077e+006,1.12584e+006,8.38861e+006,8.38861e+006,-4.16128e+006,-8.38861e+006,-8.19424e+006,212721,
1401065336,0,1.20964e+006,1.22358e+006,8.38861e+006,8.38861e+006,-4.30812e+006,-8.38861e+006,-8.34261e+006,66019,
1401065336,0,1.24045e+006,1.25435e+006,8.38861e+006,8.38861e+006,-4.74658e+006,-8.38861e+006,-8.38861e+006,-373285,
1401065336,0,1.15309e+006,1.16748e+006,8.38861e+006,8.38861e+006,-4.67774e+006,-8.38861e+006,-8.38861e+006,-304619,
1401065336,0,1.11817e+006,1.13249e+006,8.38861e+006,8.38861e+006,-4.27337e+006,-8.38861e+006,-8.30698e+006,100547,
1401065336,0,1.20146e+006,1.21523e+006,8.38861e+006,8.38861e+006,-4.33737e+006,-8.38861e+006,-8.37233e+006,36701,
1401065336,0,1.24581e+006,1.26024e+006,8.38861e+006,8.38861e+006,-4.77265e+006,-8.38861e+006,-8.38861e+006,-399424,
1401065336,0,1.16714e+006,1.18195e+006,8.38861e+006,8.38861e+006,-4.78961e+006,-8.38861e+006,-8.38861e+006,-416770,
1401065336,0,1.11086e+006,1.1257e+006,8.38861e+006,8.38861e+006,-4.36398e+006,-8.38861e+006,-8.38861e+006,9441,
1401065336,0,1.18249e+006,1.19717e+006,8.38861e+006,8.38861e+006,-4.3128e+006,-8.38861e+006,-8.34768e+006,60934,
1401065336,0,1.24661e+006,1.26117e+006,8.38861e+006,8.38861e+006,-4.73782e+006,-8.38861e+006,-8.38861e+006,-364717,
1401065336,0,1.18469e+006,1.19962e+006,8.38861e+006,8.38861e+006,-4.86002e+006,-8.38861e+006,-8.38861e+006,-487482,
1401065336,0,1.11142e+006,1.1265e+006,8.38861e+006,8.38861e+006,-4.458e+006,-8.38861e+006,-8.38861e+006,-84772,
1401065336,0,1.16454e+006,1.17911e+006,8.38861e+006,8.38861e+006,-4.29777e+006,-8.38861e+006,-8.33205e+006,75879,
1401065336,0,1.2432e+006,1.25756e+006,8.38861e+006,8.38861e+006,-4.68279e+006,-8.38861e+006,-8.38861e+006,-309738,
1401065336,0,1.20153e+006,1.21585e+006,8.38861e+006,8.38861e+006,-4.9049e+006,-8.38861e+006,-8.38861e+006,-532406,
1401065336,0,1.11474e+006,1.12938e+006,8.38861e+006,8.38861e+006,-4.54691e+006,-8.38861e+006,-8.38861e+006,-174025,
1401065336,0,1.14815e+006,1.16292e+006,8.38861e+006,8.38861e+006,-4.29059e+006,-8.38861e+006,-8.32419e+006,82946,
1401065336,0,1.23672e+006,1.25112e+006,8.38861e+006,8.38861e+006,-4.61552e+006,-8.38861e+006,-8.38861e+006,-242325,
1401065336,0,1.21596e+006,1.23052e+006,8.38861e+006,8.38861e+006,-4.91797e+006,-8.38861e+006,-8.38861e+006,-545634,
1401065336,0,1.12387e+006,1.13887e+006,8.38861e+006,8.38861e+006,-4.63657e+006,-8.38861e+006,-8.38861e+006,-263851,
1401065336,0,1.13418e+006,1.14889e+006,8.38861e+006,8.38861e+006,-4.30187e+006,-8.38861e+006,-8.3345e+006,71555,
1401065336,0,1.22584e+006,1.24042e+006,8.38861e+006,8.38861e+006,-4.54268e+006,-8.38861e+006,-8.38861e+006,-169387,
1401065336,0,1.2292e+006,1.24378e+006,8.38861e+006,8.38861e+006,-4.91114e+006,-8.38861e+006,-8.38861e+006,-538663,
1401065336,0,1.13666e+006,1.15163e+006,8.38861e+006,8.38861e+006,-4.72155e+006,-8.38861e+006,-8.38861e+006,-348985,
1401065336,0,1.12236e+006,1.13741e+006,8.38861e+006,8.38861e+006,-4.32685e+006,-8.38861e+006,-8.35863e+006,46570,
1401065336,0,1.21139e+006,1.22589e+006,8.38861e+006,8.38861e+006,-4.4683e+006,-8.38861e+006,-8.38861e+006,-94916,
1401065336,0,1.23673e+006,1.25126e+006,8.38861e+006,8.38861e+006,-4.87449e+006,-8.38861e+006,-8.38861e+006,-502083,
1401065336,0,1.15024e+006,1.16506e+006,8.38861e+006,8.38861e+006,-4.78536e+006,-8.38861e+006,-8.38861e+006,-413077,
1401065336,0,1.11359e+006,1.12834e+006,8.38861e+006,8.38861e+006,-4.36062e+006,-8.38861e+006,-8.38861e+006,12639,
1401065336,0,1.19548e+006,1.20998e+006,8.38861e+006,8.38861e+006,-4.39947e+006,-8.38861e+006,-8.38861e+006,-25990,
1401065336,0,1.24198e+006,1.25675e+006,8.38861e+006,8.38861e+006,-4.82354e+006,-8.38861e+006,-8.38861e+006,-450922,
1401065336,0,1.16635e+006,1.18143e+006,8.38861e+006,8.38861e+006,-4.84052e+006,-8.38861e+006,-8.38861e+006,-468412,
1401065336,0,1.10988e+006,1.12469e+006,8.38861e+006,8.38861e+006,-4.41221e+006,-8.38861e+006,-8.38861e+006,-39398,
1401065336,0,1.17872e+006,1.19362e+006,8.38861e+006,8.38861e+006,-4.34567e+006,-8.38861e+006,-8.37683e+006,27543,
1401065336,0,1.24419e+006,1.25879e+006,8.38861e+006,8.38861e+006,-4.7592e+006,-8.38861e+006,-8.38861e+006,-386672,
1401065336,0,1.18518e+006,1.20024e+006,8.38861e+006,8.38861e+006,-4.88774e+006,-8.38861e+006,-8.38861e+006,-515607,
1401065336,0,1.11022e+006,1.12528e+006,8.38861e+006,8.38861e+006,-4.48386e+006,-8.38861e+006,-8.38861e+006,-111132,
1401065336,0,1.16203e+006,1.17664e+006,8.38861e+006,8.38861e+006,-4.31149e+006,-8.38861e+006,-8.34155e+006,61896,
1401065336,0,1.24038e+006,1.25504e+006,8.38861e+006,8.38861e+006,-4.68393e+006,-8.38861e+006,-8.38861e+006,-311186,
1401065336,0,1.20128e+006,1.21587e+006,8.38861e+006,8.38861e+006,-4.90869e+006,-8.38861e+006,-8.38861e+006,-536657,
1401065336,0,1.1158e+006,1.13047e+006,8.38861e+006,8.38861e+006,-4.56083e+006,-8.38861e+006,-8.38861e+006,-188325,
1401065336,0,1.14693e+006,1.16165e+006,8.38861e+006,8.38861e+006,-4.29891e+006,-8.38861e+006,-8.32805e+006,74436,
1401065336,0,1.23462e+006,1.2493e+006,8.38861e+006,8.38861e+006,-4.61316e+006,-8.38861e+006,-8.38861e+006,-240242,
1401065336,0,1.21695e+006,1.23174e+006,8.38861e+006,8.38861e+006,-4.92123e+006,-8.38861e+006,-8.38861e+006,-549250,
1401065336,0,1.12532e+006,1.14048e+006,8.38861e+006,8.38861e+006,-4.64926e+006,-8.38861e+006,-8.38861e+006,-277041,
1401065336,0,1.13309e+006,1.14826e+006,8.38861e+006,8.38861e+006,-4.30957e+006,-8.38861e+006,-8.33798e+006,63473,
1401065336,0,1.22442e+006,1.23923e+006,8.38861e+006,8.38861e+006,-4.54423e+006,-8.38861e+006,-8.38861e+006,-171276,
1401065336,0,1.22972e+006,1.24429e+006,8.38861e+006,8.38861e+006,-4.9177e+006,-8.38861e+006,-8.38861e+006,-545581,
1401065336,0,1.13783e+006,1.15278e+006,8.38861e+006,8.38861e+006,-4.73739e+006,-8.38861e+006,-8.38861e+006,-365325,
1401065336,0,1.12247e+006,1.13758e+006,8.38861e+006,8.38861e+006,-4.34452e+006,-8.38861e+006,-8.37208e+006,28453,
